,query,carb
6371,"I am providing my baby with 1 fluid ounce of NESTLE GOOD START SUPREME infant formula enriched with iron, DHA, and ARA.",2.32046
6372,"For dinner, I am enjoying a cup of cooked pheasant that has been chopped or diced.",0.0
6373,A fun-sized chocolate candy that is filled with caramel.,9.966
6374,"For dinner, I'm enjoying a serving of mackerel fish weighing 1 ounce.",0.002
6375,"For dinner, I am enjoying a 3-ounce serving of grilled choice bottom round steak.",0.0
6376,"For dessert, I'm enjoying a regular chocolate snack cake.",27.1395
6377,"For dinner, I'm eating 3 ounces of raw Pacific and jack mackerel.",0.0
6378,"For breakfast, I am enjoying a large whole grain white bagel.",64.0459
6379,Enjoying a pouch of Stage 3 Baby Toddler mixed vegetables as a snack.,10.516
6380,Enjoying a cup of cooked cauliflower as my dinner.,8.032
6381,"For dinner, my toddler is having a jar of chicken stew baby food.",10.88
6382,A small oat bran bagel measuring approximately 3 inches across.,36.777
6383,Consuming 1 fluid ounce of canned pear nectar that contains no added ascorbic acid.,4.91712
6384,Adding 4 seasoned croutons for extra crunch in my salad.,0.635
6385,A small raw Bartlett pear is being enjoyed.,22.8836
6386,"Using an envelope of dry nonfat instant milk enriched with vitamins A and D, approximately 1 and 1/3 cups.",47.4929
6387,"For dinner, I'm enjoying a cup of white rice topped with cheese and a creamy sauce.",41.616
6388,Enjoying a cup filled with diced Swiss cheese.,2.94
6389,"I am enjoying a cup of unsweetened canned pineapple juice fortified with vitamins A, C, and E.",30.45
6390,A serving of boiled Indian squash weighing 1 ounce.,0.91287
6391,"A sharing-size package of dark chocolate candy mixed with nuts, ideal for movie time.",93.924
6392,Enjoying a snack of 10 cantaloupe melon balls.,11.2608
6393,A tablespoon of canned chili containing beans is being consumed.,2.1184
6394,Consuming a jar of Beech-Nut Baby's First strained carrots weighing 2.5 ounces.,4.26
6395,"A cup filled with diced, cooked Cornish game hen, skin included.",0.0
6396,A cup filled with raw broccoli florets served as a snack.,3.5926
6397,I possess 4 ounces of raw square-cut shoulder lamb chops imported from New Zealand.,0.2599
6398,"Utilizing one cup of sunflower oil, containing approximately 65% linoleic acid.",0.0
6399,"For dinner, I have a boneless top loin steak that is raw and trimmed to 1/8 inch of fat.",0.0
6400,"For my meal, I am consuming a cup of raw royal red kidney beans.",107.3272
6401,"For lunch, I am enjoying a bowl of matzo ball soup.",18.7016
6402,A multiple meat sandwich served on white bread.,47.652
6403,"Enjoying a serving of 3 ounces of braised beef brisket, carefully trimmed of fat.",0.0
6404,"A slice of fresh, cooked mushrooms enriched with additional fat.",0.3
6405,A package containing 10 ounces of cooked and drained green peas without any added salt.,36.0778
6406,"A large fillet of bass, either baked or broiled, seasoned to perfection.",10.5165
6407,I am enjoying a chicken nugget sourced from a fast-food restaurant.,2.3888
6408,"Enjoying a bowl of homemade winter squash soup, though it can also be found canned or pre-made.",10.8376
6409,"For dinner, I'm enjoying a single pot pie that is meat-free.",69.725
6410,"I possess a pound of top sirloin steak, carefully trimmed to 1/8 inch of fat.",0.0
6411,A large bag of reduced sodium butter crackers is my snack.,58.31
6412,"Enjoying a 16 fluid ounce NOS energy drink in Original flavor, featuring grape, loaded cherry, and charged citrus, enhanced with vitamins B6 and B12.",54.0
6413,"For dinner, I'm enjoying a can of cream of asparagus soup.",25.986
6414,Enjoying a single stick of hard candy.,14.7
6415,A cup of canned pineapple featuring both the fruit and juice.,39.093
6416,"A slice of multigrain bread containing raisins, with the crust removed.",20.1842
6417,"For dinner, I'm having a trimmed top sirloin cap steak with an eighth of an inch of fat.",0.0
6418,"I am making a dish that includes a whole leg of lamb, trimmed to a quarter-inch fat layer, weighing one ounce.",0.0
6419,A large individual bag containing hard multigrain pretzels.,68.068
6420,Enjoying a serving of Archway Home Style Oatmeal Raisin Cookies.,18.0102
6421,Preparing a raw top sirloin cap-off steak roast sourced from Australian grass-fed beef for dinner.,0.0
6422,"For dinner, I am enjoying a slice of chicken pot pie.",50.148
6423,"For lunch, I am enjoying a cup of noodle pudding.",62.04
6424,A quart of reduced fat 2% milk enriched with protein and fortified with vitamins A and D.,54.0216
6425,I’m enjoying 3 ounces of lean broiled lamb rib with some fat removed.,0.0
6426,"For dessert, I am enjoying a single berry pie.",59.295
6427,Enjoying a snack of taro chips weighing 1 ounce.,19.30635
6428,A sloppy joe sandwich served on a white bun.,38.369
6429,A cubic inch of pot roast beef is being served for dinner.,0.0
6430,"Utilizing a cup of salad dressing made from mayonnaise, soybean oil, safflower oil, and a pinch of salt.",5.94
6431,"For dinner, I'm giving my baby a jar of junior spaghetti with meat and tomato sauce.",19.414
6432,Consuming a 21-ounce can of cherry pie filling.,166.6
6433,Enjoying a cup of whole grain pasta topped with a tomato sauce and meat.,43.4
6434,Dinner includes a single lamb chop.,0.0
6435,A package of turkey pastrami is my lunch today.,7.5818
6436,I am incorporating a tablespoon of rice bran oil into my cooking.,0.0
6437,"For dinner, I will be enjoying a small fillet of steamed haddock.",0.0
6438,Sipping on a 5 fluid ounce glass of red Cabernet Franc wine.,3.6015
6439,Dinner consists of a cup of beef fajita.,21.48
6440,A shot of coffee-flavored cordial taken for a quick boost.,21.06
6441,A tablespoon of refried bean dip is being enjoyed.,2.3835
6442,"A cup of cooked and diced sautéed chicken, skin included.",0.0
6443,Enjoying a single regular ear of cooked frozen corn without any added fat.,20.202
6444,I took one chickpea from a can that contains reduced sodium chickpeas.,0.4328
6445,"I possess a 1-pound whole frozen lamb shoulder from New Zealand, which has been trimmed to 1/8 inch of fat.",0.0
6446,"For breakfast, I am enjoying a cup of POST original spoon-size Shredded Wheat.",39.886
6447,"For lunch, I am enjoying a cup of Sloppy Joe filling, served without the bun.",16.575
6448,I possess 3 ounces of raw farmed channel catfish.,0.0
6449,Consuming 1 fluid ounce of chocolate milk prepared with Nesquik dry mix and low fat milk.,3.2302
6450,A cup of black beans prepared from dried beans with added fat.,40.774
6451,A cup of lemon juice made from concentrate.,13.7128
6452,"A large bowl of whole grain pasta topped with cream sauce, heated in the microwave.",65.5545
6453,Enjoying a bar of dark chocolate made with cacao solids.,76.1619
6454,A double hamburger featuring two large patties from a fast food restaurant.,29.957
6455,A cup of white rice combined with carrots and enhanced with added fat.,36.224
6456,Savoring a 9-ounce container of original FRITO'S bean dip.,41.1551
6457,I possess one cubic inch of ground lamb.,0.0
6458,Sipping on an iced decaf latte prepared with non-dairy milk.,0.804
6459,"For dinner, I am enjoying 3 ounces of braised flank beef from New Zealand.",0.0
6460,"A cup of codfish salad prepared in the Puerto Rican style, sourced from Serenata.",4.0745
6461,"For breakfast, I enjoy a cup of homemade hash brown potatoes.",54.7716
6462,A small barbecue beef sandwich served on a white bun.,22.374
6463,"A 4-ounce bottom sirloin tri-tip roast, carefully trimmed to eliminate all fat, is ready for cooking.",0.0
6464,"Enjoying an ounce of whiting fish, either baked or broiled.",0.002
6465,"For a snack, I am enjoying a medium soft pretzel that is stuffed with cheese.",61.7265
6466,Incorporating a tablespoon of freeze-dried parsley into my recipe.,0.16952
6467,A cup of No Fear Motherload energy drink is what I'm enjoying.,37.2
6468,Consuming a half portion of pickles.,0.796
6469,Preparing a roast using a boneless shoulder pot roast that has been trimmed of all fat.,0.8211
6470,"I am having a serving of roasted domesticated duck, which includes both the meat and the skin.",0.0
6471,A large slice of toasted wheat bread is my breakfast.,12.3375
6472,"For dinner, I am enjoying 1 ounce of fried salmon.",2.344
6473,"Enjoying a portion of boneless, fat-trimmed grilled Denver Cut chuck steak weighing 3 ounces.",0.119
6474,"For dinner, I am enjoying half a chicken quesadilla filled with vegetables.",22.52
6475,Enjoying a cup of raw millet.,145.7
6476,Enjoying a single stick of licorice for a snack.,9.89
6477,"I possess a boneless rib eye steak weighing 4 ounces, trimmed to an eighth of an inch of fat.",0.0
6478,"As a snack, I am enjoying a slice of pickled mushroom.",0.4974
6479,"A portion of 3 ounces of freshly roasted Australian rack of lamb, bone-in and trimmed of fat.",0.0
6480,"A pack of STARBURST Fruit Chews, weighing 2.07 ounces, featuring original fruit flavors.",48.7163
6481,"In my cooking, I utilized a teaspoon of mid-oleic sunflower oil.",0.0
6482,A cup of chocolate milk prepared with Nesquik dry mix.,25.0232
6483,"For dessert, I am enjoying a cup of rice pudding.",47.814
6484,"For breakfast, I enjoyed a prepackaged individual serving of fruit rings cereal.",24.672
6485,A packet of NFS salad dressing intended for sandwiches.,0.4092
6486,Dinner consists of a cooked and roasted boneless pork loin blade roast.,0.0
6487,I possess a package of sugar-free brownie dry mix weighing 8.5 ounces.,193.764
6488,Consuming 2 tablespoons of raw agar seaweed.,0.675
6489,"In my recipe, I am incorporating a tablespoon of ground cloves.",4.25945
6490,"For lunch, I am enjoying a barbecue chicken sandwich served on a wheat bun.",63.693
6491,A large pot roast prepared using chuck beef that has been trimmed of all fat.,0.0
6492,Drinking a 6.5 fluid ounce bottle of PERRIER sparkling water.,0.0
6493,"A pouch of yogurt designed for toddlers, featuring fruit.",12.188
6494,"A cup of drained, canned summer squash, including both crookneck and straightneck varieties, with no added salt.",6.216
6495,"A fried chicken drumstick, with both the skin and breading taken off.",0.0
6496,Having a medium cheese pizza featuring a gluten-free thin crust.,22.8158
6497,"For dinner, I am enjoying a fillet of raw wild channel catfish.",0.0
6498,"For dinner, I'm enjoying a piece of lean ribeye steak.",0.0
6499,"For breakfast, I’m enjoying a spoonful of flavored shredded wheat cereal in biscuit form.",2.3676
6500,Consuming an 8 fluid ounce serving of VAULT Zero citrus-flavored energy drink.,1.722
6501,Savoring a small chocolate candy with a nutty filling and a candy shell.,6.017
6502,Enjoying a cup of chocolate drink made with whey protein and milk.,26.0592
6503,"For dinner, I prepared 4 ounces of raw bone-in center rib pork loin chops.",0.0
6504,A 4-ounce jar of Gerber baby food featuring green beans and potatoes.,10.17
6505,"I possess 3 ounces of raw Australian lamb shoulder, trimmed to 1/8 inch of fat.",0.0
6506,"A mixture of one ounce of baby food cereal and honey, made with whole milk.",4.50765
6507,A green Manzanilla olive filled with pimiento.,0.15872
6508,Enjoying a cup of decaffeinated black tea that is diet-friendly.,1.992
6509,"For lunch, I am enjoying a jar of mixed baby cereal combined with applesauce and bananas.",31.943
6510,A medium-sized whole grain white roll is included in my meal.,19.995
6511,"For dinner, I will enjoy a large grilled fillet of perch.",0.0
6512,"A package of frozen mustard greens that have been cooked and drained, boiled without any salt.",6.5932
6513,Savoring a scoop of creamy vanilla gelato.,35.664
6514,A small salami sandwich made with white bread and cheese.,15.806
6515,A can of mild red enchilada sauce is prepared for serving.,13.7821
6516,Savoring a 5 fluid ounce glass of Gamay red table wine.,3.4986
6517,I am getting ready to cook a 4-ounce raw boneless top blade steak sourced from the shoulder of the beef.,0.0
6518,A small oat bran bagel is my breakfast choice.,12.7114
6519,One large gluten-free roll.,26.2444
6520,One pickled pig's foot.,0.0085
6521,One butternut dried nutmeat.,0.3615
6522,"3 oz of cooked, braised beef chuck blade roast, trimmed to zero fat.",0.0
6523,A cup of baked winter hubbard squash cubes with no added salt.,22.1605
6524,One frozen whole grain pancake.,15.42
6525,1 fl oz of store brand infant formula made with tap water.,2.1716
6526,A cooked and roasted boneless chuck eye roast.,0.0
6527,A slice of reduced fat pastrami made from meat.,0.1792
6528,One strawberry pie.,66.33
6529,3 oz of cooked and roasted Boston blade pork shoulder.,0.0
6530,A cup of chopped low sodium sour cucumber pickles.,3.2318
6531,One cup of Valenciana style paella containing meat.,38.3346
6532,One large chocolate candy filled with coconut.,51.309
6533,One personal size cheese and vegetable pizza on a gluten-free thin crust.,43.3952
6534,One piece of peanut brittle.,7.124
6535,"One quarter of pre-cooked baked chicken breast, skin included.",0.1395
6536,"A cup of diced, cooked dove.",0.0
6537,"One medium chocolate cake doughnut, sugared and glazed.",24.108
6538,"One teaspoon of hydrogenated palm kernel oil, an industrial confection fat.",0.0
6539,One cup of T-bone steak.,0.0
6540,"4 oz of raw chicken wings, including meat and skin.",0.0
6541,One cup of diced raw rhubarb.,5.5388
6542,"One slice of toasted pumpernickel bread, crust not eaten.",20.358
6543,"One whole leg of Australian imported lamb, approximately 1 pound, containing shank and sirloin, raw and trimmed to 1/8 inch of fat.",0.0
6544,"3 oz of cooked New Zealand lamb loin, broiled and trimmed to 1/8"" fat.",0.0
6545,One medium baked potato topped with chili.,56.6055
6546,One whole baked or broiled perch fish.,21.033
6547,1 ounce of raw beef pancreas.,0.0
6548,"One raw Japanese persimmon, 2.5 inches in diameter.",31.2312
6549,"4 oz of raw flank steak, trimmed to 0"" fat.",0.0
6550,"One cup of canned pears in heavy syrup, including both solids and liquids.",50.9922
6551,3 oz of smoked chinook salmon.,0.0
6552,"3 oz of cooked, braised boneless beef chuck short ribs.",0.0
6553,A frozen Chocolate Eclair from Weight Watchers by Heinz.,23.777
6554,One jar of Heinz Strained banana pudding dessert.,16.968
6555,One small iced cafe mocha with non-dairy milk.,32.736
6556,"One cup of fresh cooked peas and carrots, no added fat.",19.968
6557,1 ounce of lightly salted cashews.,8.944425
6558,One can of traditional style refried beans.,59.891
6559,A cubic inch of lean pork steak.,0.0
6560,One cup of toasted sesame seed kernels with added salt.,33.3312
6561,One raw feijoa fruit without the peel.,6.3882
6562,One tablespoon of ready-to-serve oyster sauce.,1.9656
6563,One raw porterhouse steak trimmed to 1/8 inch fat.,0.0
6564,One medium soft pretzel.,83.256
6565,One biscuit filled with crispy chicken fillet.,40.3392
6566,A slice of grilled chicken without sauce and without skin.,0.0
6567,One 10.75 oz can of condensed tomato beef soup with noodles.,51.4535
6568,One 14-inch Crunchy Thin Crust Cheese Pizza from Domino's.,152.172
6569,"A cooked and broiled piece of choice chuck beef, top blade, weighing 3 ounces and trimmed to 0 inches of fat.",0.0
6570,"4 ounces of raw boneless rib eye steak, trimmed to 1/8 inch of fat.",0.0
6571,A piece of cooked tip round roast trimmed to 1/8 inch of fat.,0.0
6572,One small chocolate-flavored diet soft drink.,1.044
6573,"A cheese quesadilla from a Mexican restaurant, measuring 8 to 10 inches in diameter.",46.7734
6574,One cup of beef and noodles with vegetables (excluding carrots and broccoli) and tomato-based sauce.,37.0014
6575,One heart.,0.0045
6576,One tablespoon of Stage 1 Baby Toddler carrots.,0.9
6577,1 ounce of boiled and steamed European chestnuts.,7.86996
6578,"One roast of boneless rib eye steak, trimmed to 1/8 inch fat.",0.0
6579,One small single serving bag of popped flavored potato chips.,19.8912
6580,"1 pound of cooked, broiled beef tenderloin steak, trimmed to 1/8"" fat.",0.0
6581,One individual coconut cream pie.,47.58
6582,"One cup of whole grain pasta with cream sauce, seafood, and vegetables.",41.075
6583,1 oz of plain salted potato chips.,15.0724
6584,A cup of chocolate candy filled with coconut.,91.216
6585,"3 oz of cooked fresh pork, including cuts from the leg, loin, and shoulder.",0.0
6586,"Half a cup of canned sweet red peppers, including solids and liquids.",2.73
6587,One cup of canned beets with no salt added.,16.1622
6588,"One cup of egg omelet containing meat, tomatoes, and dark-green vegetables, cooked without added fat.",2.052
6589,"One cup of cooked, diced sautéed chicken.",0.0
6590,One large king-size piece of hard candy.,117.6
6591,"One 4 oz boneless top blade steak from the shoulder, trimmed to 0 fat.",0.0
6592,"A cup of egg omelet with tomatoes and dark-green vegetables, no fat added.",2.0385
6593,One unit of raw dark meat chicken with skin from a pound of ready-to-cook chicken.,0.0
6594,One large iced cafe mocha made with non-dairy milk.,54.56
6595,1 fl oz of coconut milk served with ice.,1.662
6596,One slice of reduced fat American cheese fortified with vitamin D.,2.014
6597,"One prepared can of cream of potato soup, 10.75 ounces, made with an equal volume of water.",27.871
6598,"One cup of cooked frozen asparagus, no added fat.",3.438
6599,One cup of dry roasted macadamia nuts without salt.,17.6616
6600,"3 oz of boneless Australian lamb leg sirloin, trimmed to 1/8 inch of fat.",0.0
6601,A small slice of barley bread.,13.3112
6602,One whole grilled pompano fish.,0.0
6603,One tablespoon of chocolate dip.,13.062
6604,1 oz of dry Cream of Wheat made with water and added fat.,21.2995
6605,One quart of 1% fat milk without added vitamin A and D.,48.7024
6606,One cup of crab.,0.0
6607,A cup of smoked fish.,0.0
6608,1 fluid ounce of Turkish coffee.,2.0057
6609,One 12 fl oz can of low calorie cola with aspartame and no caffeine.,0.426
6610,"Half a cup of boiled garden cress, drained and cooked without salt.",2.584
6611,One tub of Stage 2 Baby Toddler apples.,11.33
6612,1 oz of strained mixed vegetable baby food.,2.69325
6613,One snack-size slice of bruschetta.,2.9848
6614,10 pieces of Chicken McNUGGETS from McDONALD'S.,23.9931
6615,10 small breaded onion rings that were par-fried and heated in the oven.,16.8216
6616,One thick lean pork chop.,0.0
6617,A cup of baby food made with peas and brown rice.,26.427
6618,"One cup of roasted potatoes made from fresh ones, with the peel left on and cooked in oil.",32.72
6619,"3 oz cooked top sirloin steak, broiled, trimmed to 0"" fat.",0.0
6620,One ounce of knackwurst made from pork and beef.,0.9072
6621,"An egg omelet with dark-green vegetables, no fat added.",0.994
6622,An apple cupcake.,47.268
6623,"One small toasted plain bagel, 3 inches in diameter, enriched with calcium propionate, topped with onion, poppy, and sesame seeds.",37.3035
6624,A grilled top loin steak.,0.0
6625,One large blueberry muffin.,73.67
6626,"3 ounces of cooked, braised beef chuck arm pot roast, trimmed to 1/8 inch fat.",0.0
6627,One school potato tot.,1.5472
6628,One tablespoon of junior applesauce.,1.648
6629,One cup of cooked and drained pigeon peas with salt.,29.8197
6630,One small baked perch fillet.,0.009
6631,One cup of baked whole egg with no added fat.,1.296
6632,"1 ounce of raw choice rib lamb, trimmed to a quarter-inch fat.",0.0
6633,One cup of CAMPBELL'S CHUNKY Hearty Beef Barley Soup.,18.4988
6634,One teaspoon of high oleic sunflower oil.,0.0
6635,"One cup of Mexican-style beef stew made with a tomato-based sauce, without potatoes.",8.174
6636,One cup of cooked millet.,40.069
6637,3 ounces of cooked New Zealand beef with intermuscular fat.,2.8815
6638,1 oz of strained pineapple fruit pudding baby food.,5.75505
6639,One cup of sugar-free Vault energy drink.,1.6800000000000002
6640,One cup of ground lamb.,0.0
6641,A cup of grilled pompano fish.,0.0
6642,"One cup of boiled potatoes, made with oil and peeled.",32.72
6643,One cup of fat-free French dressing.,82.2784
6644,A regular egg sandwich on an English muffin with sausage.,28.836
6645,One cup of New England clam chowder made with low fat (2%) milk.,18.7992
6646,One large fillet of baked or broiled fish.,0.0135
6647,"One ounce of oatmeal cookies, no raisins included.",18.8244
6648,1 fl oz of ready-to-drink Abbott Ensure Plus.,6.2622
6649,One peanut butter and jelly sandwich.,50.6464
6650,"6 oz jar of Gerber Third Foods junior dinner with macaroni, tomato, and beef.",15.98
6651,A slice of cooked cucumber.,0.414
6652,One cup of lightly salted cashews.,41.015
6653,One medium baked chicken thigh without skin.,0.0
6654,A regular sausage biscuit sandwich.,29.931
6655,One teaspoon of red pepper or cayenne spice.,1.01934
6656,"One cooked, broiled New Zealand lamb chop.",0.0
6657,One sandwich cracker with peanut butter.,4.0866
6658,"One cup of brown rice with peas, no added fat.",43.1409
6659,5 fl oz of white Muscat wine.,7.845
6660,One serving of cooked frozen pizza with cheese topping on a regular crust.,23.5062
6661,"One snack-sized microwavable tray of Spaghettios with whole grain pasta, tomato-based sauce, meat, and vegetables.",30.753
6662,A regular multiple meat sandwich from a restaurant.,31.7625
6663,A quarter cup of CLASSICO basil pesto sauce.,4.2966
6664,"One slice of Beerwurst, a pork beer salami.",0.4738
6665,"A snack-size slice of toasted multigrain bread, reduced calorie and high in fiber.",7.4025
6666,One roasted chicken drumstick with skin.,0.0
6667,One cubic inch of low sodium mozzarella cheese.,0.558
6668,3 oz of slow-roasted New Zealand lamb shoulder.,0.0
6669,One cup of egg salad made with light mayonnaise.,6.2604
6670,One cup of fried catfish.,15.822
6671,A chicken fillet sandwich.,38.472
6672,"One cup of egg omelet with tomatoes, no added fat.",2.0925
6673,A miniature chicken salad sandwich on wheat bread.,15.309
6674,A slice of pork belly.,0.0
6675,One cup of Spanish rice.,36.1456
6676,One cup of scrambled egg white omelet.,2.9835000000000003
6677,3 oz of fresh raw skipjack tuna.,0.0
6678,"1 fl oz of ready-to-feed Gentlease infant formula from MEAD JOHNSON, containing ARA and DHA.",2.283
6679,One Nutella sandwich on wheat bread.,46.179
6680,One cup of NFS nachos.,32.1165
6681,"Three boiled cauliflower flowerets, drained and lightly salted.",2.2194
6682,One 16.9 fl oz bottle of Poland Spring water.,0.0
6683,One cup of reduced fat butter crackers.,35.76
6684,One cup of salted butter.,0.1362
6685,A cup of ready-to-heat hash browns with cheese.,38.336
6686,"One serving of broiled porterhouse steak from short loin, trimmed of fat.",0.0
6687,A jar of baby toddler vegetables with grain.,13.211
6688,A cooked grilled top sirloin filet for dinner.,0.0
6689,One cup of cooked gluten-free brown rice flour fettuccini from TINKYADA.,49.266
6690,3 oz spiral slice of cured ham with natural juices.,1.037
6691,"4 oz of raw, boneless, and trimmed eye of round roast beef.",0.0
6692,One piece of strip steak.,0.0
6693,"4 oz of raw boneless chuck beef pot roast, trimmed to 0"" fat.",0.2147
6694,One cubic inch of peach cobbler.,4.947
6695,One cubic inch of corned beef.,0.0799
6696,An egg omelet with tomatoes and dark-green vegetables and added fat.,1.08
6697,One bottle of DANNON non-carbonated water with fluoride.,0.0753
6698,One tablespoon of industrial margarine-like shortening.,0.0
6699,"A whole boneless beef shoulder pot roast, trimmed to 0"" fat.",0.0
6700,One medium soft pretzel coated in cinnamon sugar.,108.7653
6701,A cup of macaroni with cheese and meat made from a Hamburger Helper mix.,23.621
6702,An English muffin made of wheat with raisins.,27.8052
6703,3 oz of cooked and braised New Zealand lamb neck chops.,0.0
6704,"One cup of nonfat, calcium-fortified milk.",11.9795
6705,1 oz of plain salted potato chips made with partially hydrogenated soybean oil.,14.99715
6706,One cup of tomato soup prepared with a dry mix and water.,19.0005
6707,One cup of freshly cooked cauliflower with added fat.,8.032
6708,10 salted hard pretzels made with unenriched flour.,47.52
6709,A regular egg sandwich with ham on an English muffin.,27.985
6710,One tablespoon of shortening cake mix made with hydrogenated soybean and cottonseed oil.,0.0
6711,5 fl oz of red Mouvedre table wine.,3.8808
6712,"Canned baby corn, reduced sodium, cooked with butter.",1.1584
6713,"3 oz of cooked, broiled boneless center rib pork loin chops.",0.0
6714,One package of macadamia nuts.,6.415
6715,One hard gluten-free pretzel chip.,2.0709
6716,"3 ounces of cooked, roasted bone-in center loin pork.",0.0
6717,"One cheese pastry puff, approximately 5 inches in length.",0.804
6718,One small whole wheat roll.,33.58
6719,One-sixth of an 8-inch commercially prepared egg custard pie.,21.84
6720,3 oz of cooked and roasted tip round beef roast.,0.0
6721,One miniature chocolate candy filled with nougat.,7.447
6722,One jar of junior apple and blueberry fruit baby food.,28.22
6723,One piece of commercially prepared and refrigerated whole wheat naan bread.,48.9826
6724,"3 oz slice of lean, unheated bone-in cured ham.",0.0
6725,One package of mixed flavor granola bites.,13.254
6726,"One raw pork chop from a fresh loin, weighing 151 grams.",0.0
6727,"A tablespoon of baby food yogurt containing whole milk, fruit, multigrain cereal, and iron.",2.08
6728,A regular piece of chocolate cake with no icing.,28.132
6729,A cup of white rice with vegetables and gravy.,48.438
6730,One packet of active dry baker's yeast.,2.96784
6731,One tablespoon of reduced sodium ketchup.,4.658
6732,"3 ounces of cooked, grilled inside skirt steak.",0.0
6733,"One cup of raw, unpeeled European chestnuts.",66.033
6734,One prepackaged single serving of corn squares cereal.,23.142
6735,One 12 fl oz can of low-calorie cola with aspartame and caffeine.,1.0295
6736,One quart of reduced fat milk with 2% milkfat and added nonfat milk solids.,53.802
6737,A fry from a fast food restaurant topped with chili.,2.5264
6738,"A drink made with 2 tablespoons of decaffeinated green tea powder, lemon, and vitamin C.",4.25025
6739,One cup of bologna pieces.,8.834
6740,"Medium serving of canned mushrooms, drained solids.",0.6108
6741,1 oz of dried lima beans.,13.968
6742,One cup of corn beverage.,24.44
6743,One tablespoon of fruit juice sweetened jam.,10.586
6744,"One packet of instant plain oatmeal made with non-dairy milk, no added fat.",23.236
6745,One third of a package of frozen chopped green sweet peppers.,4.2275
6746,One cooked unit of simmered pork ears.,0.844
6747,A regular fried seafood sandwich.,44.406
6748,A meal from a Chinese restaurant containing shrimp and vegetables.,27.1652
6749,A cup of chopped roasted chicken.,0.0
6750,One strip of pimiento.,0.0624
6751,"Half a raw pheasant breast, with the bone and skin removed.",0.0
6752,A cup of scrambled egg white omelet made with butter.,2.97
6753,One cup of barbecue pork without sauce.,0.0
6754,3 oz of roasted chicken thigh.,0.0
6755,One piece of sirloin steak.,0.0
6756,"A cup of steak, unspecified type and fat content.",0.0
6757,One piece of trimmed boneless beef chuck short ribs.,0.216
6758,One Quaker Chewy Granola Bar with 25% less sugar.,16.656
6759,"A grilled chicken wrap in a tortilla with lettuce, cheese, and ranch sauce.",22.6689
6760,One slice of pork chop with lean meat and a bit of fat.,0.003
6761,1 cup of pasta with tomato-based sauce and cheese.,37.45
6762,A regular egg salad sandwich on white bread.,30.726
6763,One cup of air-popped unsalted popcorn.,6.232
6764,"A raw chuck eye roast, boneless and trimmed of fat.",0.0
6765,A cup of paneer cheese.,55.2516
6766,One cubic inch of low-fat beef and pork bologna.,0.364
6767,One 14-inch pepperoni pizza with thin and crispy crust from Pizza Hut.,207.0644
6768,One tablespoon of dry unenriched farina cereal.,8.502
6769,One cup of broccoli casserole with rice.,34.4052
6770,One cup of raw chopped fireweed leaves.,4.4206
6771,One surface inch of key lime pie.,7.95312
6772,One 5 oz can of ready-to-eat rice pudding.,26.1138
6773,One thick slice of cooked smoked or cured pork bacon with reduced sodium.,0.1716
6774,A quarter cup of jellied cranberry sauce from OCEAN SPRAY.,28.427
6775,"1 fl oz of reduced sugar fruit flavored drink with more than 3% fruit juice, enriched with vitamin C and calcium.",2.07437
6776,"One wing of KFC's ORIGINAL RECIPE fried chicken, meat only, no skin or breading.",0.4048
6777,1 fl oz of diet chocolate-flavored cola with ice.,0.0667
6778,One whole grilled white fish.,0.0
6779,One ounce of Irish soda bread.,15.876
6780,One large single serving bag of popped flavored potato chips.,60.384
6781,One tablespoon of low linolenic soy oil.,0.0
6782,"One raw select chuck shoulder top steak, trimmed to zero fat.",0.0
6783,"1 oz of cooked rotisserie chicken leg (drumstick and thigh, skin not eaten).",0.0
6784,One large boiled potato.,61.35
6785,1 ounce of carnitas pork.,0.0
6786,"3 ounces of cooked, braised choice beef short ribs.",0.0
6787,One 19 oz can of Manhattan-style clam chowder.,42.2576
6788,One raw kumquat.,3.021
6789,A cup of fish timbale.,3.15
6790,A cup of cream of asparagus soup made with milk.,16.5664
6791,One cup of drained canned beets.,11.7523
6792,One can of cream of celery soup prepared with an equal amount of milk.,35.2772
6793,One cracker-size slice of reduced fat Muenster cheese.,0.315
6794,One ounce of raw Florida pompano fish.,0.0
6795,One cup of strained baby food with vegetables and carrots.,13.44
6796,"A cup of brown rice mixed with cheese and cream-based sauce, no added fat.",54.3197
6797,"Cooked bottom round roast made from select beef, trimmed to 0"" fat, originating from 572 grams of raw meat.",0.0
6798,One serving of Thomas English Muffins from George Weston Bakeries.,26.22
6799,One tablespoon of multigrain baby cereal with fruit.,3.05786
6800,One 3 oz package of caramel custard flan made from a dry mix.,77.86
6801,4 oz of raw chicken thighs with skin.,0.2825
6802,A fried chicken breast with the skin and breading removed.,0.0
6803,One cup of chunky chicken vegetable soup with potato and cheese.,12.74
6804,One thin slice of reduced-calorie rye bread.,8.1
6805,1 fl oz of chocolate-flavored cola soft drink with ice.,2.3828
6806,One personal size pizza with cheese and vegetables on a thick whole wheat crust.,68.976
6807,One large head of raw green cauliflower.,31.1199
6808,"Five slices of raw ginger root, 1 inch in diameter each.",1.9547
6809,One cup of cooked brown and wild rice.,29.715
6810,"One pound of raw choice lamb shoulder, fat trimmed to 1/8 inch.",0.0
6811,2.5 oz jar of strained banana baby food without tapioca.,15.1514
6812,A serving of chicken nachos with beans.,45.55
